[["Day: 0", "+5 Dexterity Vest", 10, 20], ["Day: 0", "Aged Brie", 2, 0], ["Day: 0", "Elixir of the Mongoose", 5, 7], ["Day: 0", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 0", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 0", "Backstage passes to a TAFKAL80ETC concert", 15, 20], ["Day: 0", "Backstage passes to a TAFKAL80ETC concert", 10, 49], ["Day: 0", "Backstage passes to a TAFKAL80ETC concert", 5, 49], ["Day: 0", "Conjured Mana Cake", 3, 6]]
[["Day: 24", "+5 Dexterity Vest", -14, 0], ["Day: 24", "Aged Brie", -22, 46], ["Day: 24", "Elixir of the Mongoose", -19, 0], ["Day: 24", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 24", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 24", "Backstage passes to a TAFKAL80ETC concert", -9, 0], ["Day: 24", "Backstage passes to a TAFKAL80ETC concert", -14, 0], ["Day: 24", "Backstage passes to a TAFKAL80ETC concert", -19, 0], ["Day: 24", "Conjured Mana Cake", -21, 0]]
[["Day: 25", "+5 Dexterity Vest", -15, 0], ["Day: 25", "Aged Brie", -23, 48], ["Day: 25", "Elixir of the Mongoose", -20, 0], ["Day: 25", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 25", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 25", "Backstage passes to a TAFKAL80ETC concert", -10, 0], ["Day: 25", "Backstage passes to a TAFKAL80ETC concert", -15, 0], ["Day: 25", "Backstage passes to a TAFKAL80ETC concert", -20, 0], ["Day: 25", "Conjured Mana Cake", -22, 0]]
[["Day: 26", "+5 Dexterity Vest", -16, 0], ["Day: 26", "Aged Brie", -24, 50], ["Day: 26", "Elixir of the Mongoose", -21, 0], ["Day: 26", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 26", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 26", "Backstage passes to a TAFKAL80ETC concert", -11, 0], ["Day: 26", "Backstage passes to a TAFKAL80ETC concert", -16, 0], ["Day: 26", "Backstage passes to a TAFKAL80ETC concert", -21, 0], ["Day: 26", "Conjured Mana Cake", -23, 0]]
[["Day: 27", "+5 Dexterity Vest", -17, 0], ["Day: 27", "Aged Brie", -25, 50], ["Day: 27", "Elixir of the Mongoose", -22, 0], ["Day: 27", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 27", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 27", "Backstage passes to a TAFKAL80ETC concert", -12, 0], ["Day: 27", "Backstage passes to a TAFKAL80ETC concert", -17, 0], ["Day: 27", "Backstage passes to a TAFKAL80ETC concert", -22, 0], ["Day: 27", "Conjured Mana Cake", -24, 0]]
[["Day: 28", "+5 Dexterity Vest", -18, 0], ["Day: 28", "Aged Brie", -26, 50], ["Day: 28", "Elixir of the Mongoose", -23, 0], ["Day: 28", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 28", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 28", "Backstage passes to a TAFKAL80ETC concert", -13, 0], ["Day: 28", "Backstage passes to a TAFKAL80ETC concert", -18, 0], ["Day: 28", "Backstage passes to a TAFKAL80ETC concert", -23, 0], ["Day: 28", "Conjured Mana Cake", -25, 0]]
[["Day: 29", "+5 Dexterity Vest", -19, 0], ["Day: 29", "Aged Brie", -27, 50], ["Day: 29", "Elixir of the Mongoose", -24, 0], ["Day: 29", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 29", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 29", "Backstage passes to a TAFKAL80ETC concert", -14, 0], ["Day: 29", "Backstage passes to a TAFKAL80ETC concert", -19, 0], ["Day: 29", "Backstage passes to a TAFKAL80ETC concert", -24, 0], ["Day: 29", "Conjured Mana Cake", -26, 0]]
[["Day: 30", "+5 Dexterity Vest", -20, 0], ["Day: 30", "Aged Brie", -28, 50], ["Day: 30", "Elixir of the Mongoose", -25, 0], ["Day: 30", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 30", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 30", "Backstage passes to a TAFKAL80ETC concert", -15, 0], ["Day: 30", "Backstage passes to a TAFKAL80ETC concert", -20, 0], ["Day: 30", "Backstage passes to a TAFKAL80ETC concert", -25, 0], ["Day: 30", "Conjured Mana Cake", -27, 0]]
[["Day: 31", "+5 Dexterity Vest", -21, 0], ["Day: 31", "Aged Brie", -29, 50], ["Day: 31", "Elixir of the Mongoose", -26, 0], ["Day: 31", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 31", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 31", "Backstage passes to a TAFKAL80ETC concert", -16, 0], ["Day: 31", "Backstage passes to a TAFKAL80ETC concert", -21, 0], ["Day: 31", "Backstage passes to a TAFKAL80ETC concert", -26, 0], ["Day: 31", "Conjured Mana Cake", -28, 0]]
[["Day: 32", "+5 Dexterity Vest", -22, 0], ["Day: 32", "Aged Brie", -30, 50], ["Day: 32", "Elixir of the Mongoose", -27, 0], ["Day: 32", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 32", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 32", "Backstage passes to a TAFKAL80ETC concert", -17, 0], ["Day: 32", "Backstage passes to a TAFKAL80ETC concert", -22, 0], ["Day: 32", "Backstage passes to a TAFKAL80ETC concert", -27, 0], ["Day: 32", "Conjured Mana Cake", -29, 0]]
[["Day: 33", "+5 Dexterity Vest", -23, 0], ["Day: 33", "Aged Brie", -31, 50], ["Day: 33", "Elixir of the Mongoose", -28, 0], ["Day: 33", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 33", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 33", "Backstage passes to a TAFKAL80ETC concert", -18, 0], ["Day: 33", "Backstage passes to a TAFKAL80ETC concert", -23, 0], ["Day: 33", "Backstage passes to a TAFKAL80ETC concert", -28, 0], ["Day: 33", "Conjured Mana Cake", -30, 0]]
[["Day: 34", "+5 Dexterity Vest", -24, 0], ["Day: 34", "Aged Brie", -32, 50], ["Day: 34", "Elixir of the Mongoose", -29, 0], ["Day: 34", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 34", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 34", "Backstage passes to a TAFKAL80ETC concert", -19, 0], ["Day: 34", "Backstage passes to a TAFKAL80ETC concert", -24, 0], ["Day: 34", "Backstage passes to a TAFKAL80ETC concert", -29, 0], ["Day: 34", "Conjured Mana Cake", -31, 0]]
[["Day: 35", "+5 Dexterity Vest", -25, 0], ["Day: 35", "Aged Brie", -33, 50], ["Day: 35", "Elixir of the Mongoose", -30, 0], ["Day: 35", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 35", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 35", "Backstage passes to a TAFKAL80ETC concert", -20, 0], ["Day: 35", "Backstage passes to a TAFKAL80ETC concert", -25, 0], ["Day: 35", "Backstage passes to a TAFKAL80ETC concert", -30, 0], ["Day: 35", "Conjured Mana Cake", -32, 0]]
[["Day: 36", "+5 Dexterity Vest", -26, 0], ["Day: 36", "Aged Brie", -34, 50], ["Day: 36", "Elixir of the Mongoose", -31, 0], ["Day: 36", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 36", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 36", "Backstage passes to a TAFKAL80ETC concert", -21, 0], ["Day: 36", "Backstage passes to a TAFKAL80ETC concert", -26, 0], ["Day: 36", "Backstage passes to a TAFKAL80ETC concert", -31, 0], ["Day: 36", "Conjured Mana Cake", -33, 0]]
[["Day: 37", "+5 Dexterity Vest", -27, 0], ["Day: 37", "Aged Brie", -35, 50], ["Day: 37", "Elixir of the Mongoose", -32, 0], ["Day: 37", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 37", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 37", "Backstage passes to a TAFKAL80ETC concert", -22, 0], ["Day: 37", "Backstage passes to a TAFKAL80ETC concert", -27, 0], ["Day: 37", "Backstage passes to a TAFKAL80ETC concert", -32, 0], ["Day: 37", "Conjured Mana Cake", -34, 0]]
[["Day: 38", "+5 Dexterity Vest", -28, 0], ["Day: 38", "Aged Brie", -36, 50], ["Day: 38", "Elixir of the Mongoose", -33, 0], ["Day: 38", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 38", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 38", "Backstage passes to a TAFKAL80ETC concert", -23, 0], ["Day: 38", "Backstage passes to a TAFKAL80ETC concert", -28, 0], ["Day: 38", "Backstage passes to a TAFKAL80ETC concert", -33, 0], ["Day: 38", "Conjured Mana Cake", -35, 0]]
[["Day: 39", "+5 Dexterity Vest", -29, 0], ["Day: 39", "Aged Brie", -37, 50], ["Day: 39", "Elixir of the Mongoose", -34, 0], ["Day: 39", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 39", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 39", "Backstage passes to a TAFKAL80ETC concert", -24, 0], ["Day: 39", "Backstage passes to a TAFKAL80ETC concert", -29, 0], ["Day: 39", "Backstage passes to a TAFKAL80ETC concert", -34, 0], ["Day: 39", "Conjured Mana Cake", -36, 0]]
[["Day: 40", "+5 Dexterity Vest", -30, 0], ["Day: 40", "Aged Brie", -38, 50], ["Day: 40", "Elixir of the Mongoose", -35, 0], ["Day: 40", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 40", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 40", "Backstage passes to a TAFKAL80ETC concert", -25, 0], ["Day: 40", "Backstage passes to a TAFKAL80ETC concert", -30, 0], ["Day: 40", "Backstage passes to a TAFKAL80ETC concert", -35, 0], ["Day: 40", "Conjured Mana Cake", -37, 0]]
[["Day: 41", "+5 Dexterity Vest", -31, 0], ["Day: 41", "Aged Brie", -39, 50], ["Day: 41", "Elixir of the Mongoose", -36, 0], ["Day: 41", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 41", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 41", "Backstage passes to a TAFKAL80ETC concert", -26, 0], ["Day: 41", "Backstage passes to a TAFKAL80ETC concert", -31, 0], ["Day: 41", "Backstage passes to a TAFKAL80ETC concert", -36, 0], ["Day: 41", "Conjured Mana Cake", -38, 0]]
[["Day: 42", "+5 Dexterity Vest", -32, 0], ["Day: 42", "Aged Brie", -40, 50], ["Day: 42", "Elixir of the Mongoose", -37, 0], ["Day: 42", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 42", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 42", "Backstage passes to a TAFKAL80ETC concert", -27, 0], ["Day: 42", "Backstage passes to a TAFKAL80ETC concert", -32, 0], ["Day: 42", "Backstage passes to a TAFKAL80ETC concert", -37, 0], ["Day: 42", "Conjured Mana Cake", -39, 0]]
[["Day: 43", "+5 Dexterity Vest", -33, 0], ["Day: 43", "Aged Brie", -41, 50], ["Day: 43", "Elixir of the Mongoose", -38, 0], ["Day: 43", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 43", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 43", "Backstage passes to a TAFKAL80ETC concert", -28, 0], ["Day: 43", "Backstage passes to a TAFKAL80ETC concert", -33, 0], ["Day: 43", "Backstage passes to a TAFKAL80ETC concert", -38, 0], ["Day: 43", "Conjured Mana Cake", -40, 0]]
[["Day: 44", "+5 Dexterity Vest", -34, 0], ["Day: 44", "Aged Brie", -42, 50], ["Day: 44", "Elixir of the Mongoose", -39, 0], ["Day: 44", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 44", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 44", "Backstage passes to a TAFKAL80ETC concert", -29, 0], ["Day: 44", "Backstage passes to a TAFKAL80ETC concert", -34, 0], ["Day: 44", "Backstage passes to a TAFKAL80ETC concert", -39, 0], ["Day: 44", "Conjured Mana Cake", -41, 0]]
[["Day: 45", "+5 Dexterity Vest", -35, 0], ["Day: 45", "Aged Brie", -43, 50], ["Day: 45", "Elixir of the Mongoose", -40, 0], ["Day: 45", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 45", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 45", "Backstage passes to a TAFKAL80ETC concert", -30, 0], ["Day: 45", "Backstage passes to a TAFKAL80ETC concert", -35, 0], ["Day: 45", "Backstage passes to a TAFKAL80ETC concert", -40, 0], ["Day: 45", "Conjured Mana Cake", -42, 0]]
[["Day: 46", "+5 Dexterity Vest", -36, 0], ["Day: 46", "Aged Brie", -44, 50], ["Day: 46", "Elixir of the Mongoose", -41, 0], ["Day: 46", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 46", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 46", "Backstage passes to a TAFKAL80ETC concert", -31, 0], ["Day: 46", "Backstage passes to a TAFKAL80ETC concert", -36, 0], ["Day: 46", "Backstage passes to a TAFKAL80ETC concert", -41, 0], ["Day: 46", "Conjured Mana Cake", -43, 0]]
[["Day: 47", "+5 Dexterity Vest", -37, 0], ["Day: 47", "Aged Brie", -45, 50], ["Day: 47", "Elixir of the Mongoose", -42, 0], ["Day: 47", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 47", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 47", "Backstage passes to a TAFKAL80ETC concert", -32, 0], ["Day: 47", "Backstage passes to a TAFKAL80ETC concert", -37, 0], ["Day: 47", "Backstage passes to a TAFKAL80ETC concert", -42, 0], ["Day: 47", "Conjured Mana Cake", -44, 0]]
[["Day: 48", "+5 Dexterity Vest", -38, 0], ["Day: 48", "Aged Brie", -46, 50], ["Day: 48", "Elixir of the Mongoose", -43, 0], ["Day: 48", "Sulfuras, Hand of Ragnaros", 0, 80], ["Day: 48", "Sulfuras, Hand of Ragnaros", -1, 80], ["Day: 48", "Backstage passes to a TAFKAL80ETC concert", -33, 0], ["Day: 48", "Backstage passes to a TAFKAL80ETC concert", -38, 0], ["Day: 48", "Backstage passes to a TAFKAL80ETC concert", -43, 0], ["Day: 48", "Conjured Mana Cake", -45, 0]]
